pago_id,monto,fecha,uid,subs_id,pid,pro_id
6634,6500,2021-05-22,146,26,,
6452,3900,2021-04-10,141,7,,
10678,4500,2020-12-25,130,,85,5
8156,6400,2021-06-07,18,185,,
8155,6400,2021-05-07,18,185,,
8699,7100,2021-11-17,50,242,,
8166,4400,2020-12-24,18,186,,
8504,7400,2021-10-10,19,219,,
7348,7400,2021-12-22,33,104,,
8575,4000,2021-02-28,97,228,,
6912,4500,2020-10-24,108,53,,
7531,4500,2021-03-21,2,123,,
9932,4400,2021-11-07,73,361,,
9539,3900,2020-08-19,61,326,,
6815,3900,2021-08-14,105,43,,
7924,3700,2021-10-05,58,160,,
8730,4500,2021-03-03,50,245,,
6994,3100,2021-05-17,42,62,,
10563,6000,2021-05-07,15,,37,18
8214,6400,2021-09-30,13,190,,
6598,6500,2021-09-28,40,23,,
7730,3500,2020-09-30,36,142,,
10368,7500,2021-10-06,48,,95,16
8161,6400,2021-11-07,18,185,,
7736,6500,2021-08-03,36,143,,
8468,4000,2021-06-01,72,216,,
8688,7400,2021-09-30,54,240,,
7905,3500,2021-11-02,58,159,,
9135,2800,2021-01-23,77,284,,
6941,7900,2021-08-28,108,55,,
6699,3900,2020-09-08,47,34,,
7637,3500,2021-07-01,74,134,,
10259,3900,2021-11-24,115,404,,
10233,5000,2020-10-14,115,403,,
8137,7100,2021-07-25,21,183,,
6628,6500,2020-11-22,146,26,,
9965,3900,2020-12-21,25,365,,
7166,7000,2020-12-27,133,82,,
9606,5000,2021-08-15,8,331,,
9315,3700,2021-06-03,24,301,,
9871,4000,2021-11-08,102,354,,
10003,4500,2021-03-10,25,368,,
6736,6400,2021-10-11,62,36,,
8360,3500,2020-08-13,22,205,,
8799,4400,2021-09-25,16,251,,
8659,6500,2021-07-28,54,236,,
6370,7000,2021-08-08,29,1,,
6542,2800,2021-02-15,82,17,,
8369,3500,2021-05-13,22,205,,
9009,6500,2021-09-29,23,269,,
10291,4000,2021-10-26,115,406,,
7769,4000,2021-10-23,36,145,,
8238,7900,2021-06-06,13,192,,
7689,3700,2020-08-13,55,139,,
10153,3100,2021-01-18,38,395,,
10315,3200,2020-08-04,6,408,,
7314,6400,2021-09-28,33,100,,
6588,6500,2020-11-29,40,23,,
10223,7400,2021-05-05,115,402,,
8921,7000,2020-08-24,87,262,,
7292,7900,2021-06-23,80,98,,
9731,3900,2021-07-11,52,341,,
7360,6400,2020-08-08,37,106,,
8915,3500,2021-12-22,3,260,,
8807,4500,2021-10-29,16,252,,
7715,6500,2021-02-24,36,141,,
8678,3700,2021-09-16,54,238,,
8670,3700,2021-01-16,54,238,,
6854,2800,2021-12-28,41,46,,
8381,2800,2020-11-21,22,207,,
7325,3700,2020-12-01,33,101,,
7204,7400,2021-10-21,69,86,,
7881,4500,2021-01-09,57,157,,
7457,4000,2021-03-17,76,116,,
10581,6500,2021-10-20,19,,19,14
7310,6400,2021-05-28,33,100,,
6505,6500,2021-12-20,35,12,,
9980,4000,2020-10-25,25,366,,
7276,3700,2020-10-09,92,97,,
8679,3700,2021-10-16,54,238,,
7620,7900,2021-11-19,74,131,,
10122,7100,2021-07-28,4,392,,
9609,3700,2021-02-16,8,332,,
7387,3700,2021-04-22,37,109,,
9909,6500,2020-11-13,73,360,,
8629,4000,2021-07-04,28,232,,
7952,4000,2021-04-08,14,166,,
8253,3200,2021-09-07,13,193,,
7866,3100,2020-10-14,57,156,,
9022,6400,2021-06-09,23,272,,
9866,4000,2021-06-08,102,354,,
8413,3200,2020-08-07,72,213,,
10070,3900,2021-10-28,142,379,,
8088,3700,2021-03-04,34,179,,
8797,3900,2021-10-12,16,250,,
9838,3700,2021-08-18,119,350,,
9183,3500,2021-01-13,26,290,,
8187,7100,2021-06-11,18,187,,
10521,6000,2021-07-17,57,,99,13
10616,1000,2021-10-06,56,,93,8
7179,4000,2021-10-30,133,84,,
10334,4400,2020-10-13,90,409,,
9381,6500,2020-12-17,31,310,,
8889,4500,2021-04-08,3,259,,
7024,5000,2020-10-15,10,65,,
8695,7100,2021-07-17,50,242,,
9967,3900,2021-02-21,25,365,,
8450,7900,2021-05-09,72,215,,
7327,3700,2021-02-01,33,101,,
9047,6500,2021-05-29,23,274,,
6434,3700,2021-05-13,141,6,,
6765,3500,2021-06-05,62,39,,
8766,3700,2021-02-28,16,247,,
8961,3700,2021-01-09,23,266,,
9630,3100,2020-08-28,5,333,,
6881,4000,2021-09-09,41,50,,
6984,6500,2021-09-12,60,61,,
10172,4000,2021-09-25,93,396,,
10715,6000,2021-02-02,106,,72,12
7972,3900,2021-09-21,14,167,,
7537,4500,2021-09-21,2,123,,
8357,4000,2021-12-29,22,204,,
8075,3900,2021-07-09,34,177,,
7407,2800,2021-07-21,37,110,,
8534,6500,2021-09-28,122,224,,
9992,4000,2021-10-25,25,366,,
10195,4000,2021-01-11,115,400,,
9386,6500,2021-05-17,31,310,,
8039,3200,2020-11-12,12,174,,
8982,4000,2021-04-28,23,267,,
9720,3900,2021-02-28,130,340,,
8347,3700,2021-11-28,15,202,,
9637,3100,2021-03-28,5,333,,
8104,3700,2021-05-28,21,180,,
10485,8500,2021-03-06,133,,42,7
9018,6400,2021-02-09,23,272,,
8787,6500,2021-06-05,16,249,,
6443,3900,2020-07-10,141,7,,
8779,5000,2021-12-01,16,248,,
7255,7100,2021-12-08,92,92,,
9294,2800,2020-12-07,24,300,,
8881,7400,2021-06-03,56,258,,
10718,4500,2021-04-12,4,,75,7
7416,6500,2021-06-13,51,111,,
7384,7000,2021-11-10,37,108,,
8905,3500,2021-02-22,3,260,,
8191,7100,2021-10-11,18,187,,
9754,6500,2021-11-28,52,343,,
6658,4000,2021-07-25,9,28,,
9850,3200,2020-11-01,119,353,,
6917,4500,2021-03-24,108,53,,
7201,7400,2021-07-21,69,86,,
7344,3200,2021-12-17,33,103,,
6424,3100,2021-10-01,48,5,,
9217,3700,2021-12-07,49,291,,
9673,3900,2020-10-25,17,336,,
6820,7900,2021-01-05,105,44,,
8866,4000,2021-11-07,56,257,,
7722,6500,2021-09-24,36,141,,
9945,3900,2021-08-14,73,362,,
10147,2800,2021-04-14,38,394,,
6933,3700,2021-12-25,108,54,,
8217,6400,2021-12-30,13,190,,
8218,3900,2020-07-07,13,191,,
9751,6500,2021-08-28,52,343,,
8400,4400,2021-09-23,22,208,,
8122,4000,2021-07-25,21,181,,
8054,4400,2021-09-04,12,175,,
9583,3700,2021-12-04,61,328,,
9174,3900,2021-11-17,26,288,,
9039,3700,2021-06-14,23,273,,
9810,3900,2021-11-30,119,347,,
7612,5000,2021-11-01,68,130,,
10564,6500,2021-12-23,22,,53,6
10152,3100,2020-12-18,38,395,,
7618,7900,2021-09-19,74,131,,
8951,7000,2021-07-24,95,264,,
7193,7100,2021-07-13,133,85,,
8706,3700,2021-01-02,50,243,,
10035,7100,2021-12-11,1,371,,
7922,3700,2021-08-05,58,160,,
9368,6400,2020-12-25,31,308,,
10691,6500,2021-06-29,119,,72,19
6630,6500,2021-01-22,146,26,,
7138,3700,2020-12-21,67,79,,
9947,3900,2021-10-14,73,362,,
8910,3500,2021-07-22,3,260,,
10451,6500,2021-05-02,47,,82,7
9148,3200,2021-03-13,77,285,,
7855,4000,2021-10-25,57,154,,
8816,2800,2021-08-23,16,253,,
8167,4400,2021-01-24,18,186,,
7787,5000,2021-07-21,75,147,,
10066,3900,2021-06-28,142,379,,
10735,7000,2020-07-04,115,,62,19
9266,4000,2021-11-03,65,297,,
8235,3900,2021-12-07,13,191,,
10539,6000,2021-11-02,132,,100,15
10106,2800,2021-12-09,106,389,,
10130,4500,2020-12-22,4,393,,
9535,4000,2021-09-16,61,325,,
8223,3900,2020-12-07,13,191,,
9994,4000,2021-12-25,25,366,,
8877,7400,2021-02-03,56,258,,
10316,3200,2020-09-04,6,408,,
10343,4400,2021-07-13,90,409,,
9124,6500,2021-05-04,77,283,,
7430,7400,2021-07-21,76,114,,
10216,7000,2021-09-24,115,401,,
9305,2800,2021-11-07,24,300,,
9467,3900,2021-08-13,63,319,,
7621,6400,2021-09-26,74,132,,
6991,3100,2021-02-17,42,62,,
10699,8500,2021-10-02,64,,17,6
7703,5000,2021-08-18,36,140,,
8596,3500,2021-08-17,28,229,,
7059,3100,2020-05-18,66,69,,
8263,4000,2020-11-20,43,194,,
10356,2800,2021-03-12,90,411,,
9296,2800,2021-02-07,24,300,,
6793,6500,2020-09-22,105,42,,
9087,3700,2020-05-27,46,280,,
8717,3700,2021-12-02,50,243,,
9821,7400,2021-09-15,119,349,,
9169,6500,2021-11-24,26,286,,
8803,4500,2021-06-29,16,252,,
8297,7000,2021-11-18,43,198,,
8423,3200,2021-06-07,72,213,,
7070,3100,2021-04-18,66,69,,
10077,7100,2021-08-18,142,381,,
8268,4000,2021-04-20,43,194,,
7849,4000,2021-04-25,57,154,,
6530,3700,2020-09-05,45,15,,
9313,3700,2021-04-03,24,301,,
9443,7100,2021-04-13,63,318,,
9775,4000,2021-05-13,123,345,,
8911,3500,2021-08-22,3,260,,
7845,4000,2020-12-25,57,154,,
6785,3700,2021-09-13,105,41,,
9274,3200,2021-09-16,65,298,,
6763,3500,2021-04-05,62,39,,
9924,4400,2021-03-07,73,361,,
6437,3700,2021-08-13,141,6,,
7946,7900,2021-09-26,14,165,,
7690,3700,2020-09-13,55,139,,
10006,4500,2021-06-10,25,368,,
9069,4400,2021-10-04,46,275,,
9192,3500,2021-10-13,26,290,,
6647,4000,2020-08-25,9,28,,
7189,7100,2021-03-13,133,85,,
9276,3200,2021-11-16,65,298,,
9791,7100,2021-02-20,119,346,,
7748,4500,2021-01-04,36,144,,
7665,4000,2021-09-10,55,136,,
7819,7100,2021-10-28,71,151,,
9270,3200,2021-05-16,65,298,,
8072,3700,2021-10-06,12,176,,
10339,4400,2021-03-13,90,409,,
6425,3100,2021-11-01,48,5,,
7200,7400,2021-06-21,69,86,,
8083,7900,2021-09-28,34,178,,
8749,6500,2021-04-15,16,246,,
8704,3700,2020-11-02,50,243,,
10588,8000,2020-08-25,19,,35,7
7405,2800,2021-05-21,37,110,,
7796,3200,2020-12-20,75,148,,
9734,3900,2021-10-11,52,341,,
7846,4000,2021-01-25,57,154,,
9216,3700,2021-11-07,49,291,,
8809,4500,2021-12-29,16,252,,
10400,8000,2021-08-01,35,,35,7
9882,4400,2021-03-01,64,356,,
7504,7000,2021-10-28,2,120,,
9841,3700,2021-11-18,119,350,,
10659,6500,2021-04-30,63,,51,5
10452,5500,2021-10-27,62,,54,5
10347,4400,2021-11-13,90,409,,
8087,3700,2021-02-04,34,179,,
9445,7100,2021-06-13,63,318,,
10313,3200,2020-06-04,6,408,,
10353,2800,2020-12-12,90,411,,
8654,6500,2021-02-28,54,236,,
9447,7100,2021-08-13,63,318,,
9153,3200,2021-08-13,77,285,,
9531,4000,2021-05-16,61,325,,
9820,7400,2021-08-15,119,349,,
9919,6500,2021-09-13,73,360,,
6378,6500,2021-03-27,48,2,,
8834,7900,2021-08-23,16,254,,
9825,3700,2021-07-05,119,350,,
6937,7900,2021-04-28,108,55,,
8120,4000,2021-05-25,21,181,,
8933,7000,2021-08-24,87,262,,
10695,9500,2021-09-13,64,,21,7
8455,7900,2021-10-09,72,215,,
8474,4000,2021-12-01,72,216,,
8058,3700,2020-08-06,12,176,,
7195,7100,2021-09-13,133,85,,
6683,3700,2021-09-25,32,32,,
6754,3900,2021-07-22,62,38,,
7794,3200,2020-10-20,75,148,,
10545,7000,2021-12-08,132,,50,3
7495,7000,2021-01-28,2,120,,
6535,3200,2021-08-30,82,16,,
10247,5000,2021-12-14,115,403,,
6611,7000,2021-02-28,146,25,,
9842,3700,2021-12-18,119,350,,
6663,4000,2021-12-25,9,28,,
10101,6500,2020-11-21,106,387,,
9157,3200,2021-12-13,77,285,,
7096,3100,2021-08-08,44,73,,
8752,6500,2021-07-15,16,246,,
9126,6500,2021-07-04,77,283,,
7931,3900,2021-12-09,20,161,,
7679,4400,2021-05-16,55,138,,
8970,3700,2021-10-09,23,266,,
8684,7400,2021-05-30,54,240,,
9927,4400,2021-06-07,73,361,,
8897,4500,2021-12-08,3,259,,
8498,7400,2021-04-10,19,219,,
9652,4000,2020-11-20,5,335,,
9557,6500,2020-12-27,61,327,,
7455,4000,2021-01-17,76,116,,
9615,3700,2021-08-16,8,332,,
10346,4400,2021-10-13,90,409,,
6645,4000,2020-06-25,9,28,,
7090,7000,2021-12-22,44,71,,
8482,6500,2020-11-27,19,218,,
9727,3900,2021-09-28,130,340,,
10139,4500,2021-09-22,4,393,,
10549,9500,2020-10-30,21,,97,13
10560,5500,2021-11-10,43,,74,14
10744,3000,2021-12-10,6,,62,11
10708,4500,2021-11-12,142,,50,5
8006,3200,2021-08-02,14,170,,
8465,4000,2021-03-01,72,216,,
7267,7400,2021-08-30,92,95,,
8322,4000,2021-06-01,15,200,,
10116,7100,2021-01-30,4,392,,
10569,5000,2020-12-23,72,,5,10
10038,7400,2021-08-16,1,372,,
10275,3700,2021-05-09,115,405,,
9012,6500,2021-12-29,23,269,,
8025,3900,2021-02-20,12,173,,
6865,3900,2020-08-28,41,48,,
10043,7000,2020-08-05,1,374,,
9789,7100,2020-12-20,119,346,,
8579,4000,2021-06-28,97,228,,
7803,4000,2021-06-24,71,150,,
10592,8500,2021-10-08,97,,60,4
7732,3500,2020-11-30,36,142,,
7164,7000,2020-10-27,133,82,,
9918,6500,2021-08-13,73,360,,
9111,3500,2021-10-22,77,282,,
9991,4000,2021-09-25,25,366,,
6453,3900,2021-05-10,141,7,,
7721,6500,2021-08-24,36,141,,
9453,3900,2020-06-13,63,319,,
9653,4000,2020-12-20,5,335,,
6537,2800,2020-09-15,82,17,,
7951,4000,2021-03-08,14,166,,
8595,3500,2021-07-17,28,229,,
6583,3100,2021-10-07,40,22,,
9823,7400,2021-11-15,119,349,,
9151,3200,2021-06-13,77,285,,
6966,7900,2020-10-22,60,59,,
9857,3200,2021-06-01,119,353,,
9579,3700,2021-08-04,61,328,,
8567,3200,2021-12-15,97,227,,
7069,3100,2021-03-18,66,69,,
6890,6500,2021-01-11,41,51,,
8391,2800,2021-09-21,22,207,,
10261,3700,2020-06-15,115,405,,
8968,3700,2021-08-09,23,266,,
6414,3100,2020-12-01,48,5,,
10404,8500,2021-11-02,45,,45,16
9422,5000,2020-10-21,134,317,,
10295,4000,2020-07-28,6,407,,
8813,2800,2021-05-23,16,253,,
7833,7100,2021-05-17,57,153,,
10381,5500,2021-02-25,141,,60,14
10034,7100,2021-11-11,1,371,,
9738,3100,2021-11-01,52,342,,
7980,7100,2021-06-12,14,168,,
8765,3700,2021-01-29,16,247,,
8306,2800,2021-03-01,15,199,,
7072,3100,2021-06-18,66,69,,
9377,2800,2021-12-23,31,309,,
7973,3900,2021-10-21,14,167,,
8460,4000,2020-10-01,72,216,,
9668,4000,2021-12-27,5,335,,
7959,4000,2021-11-08,14,166,,
10590,4000,2021-11-20,7,,54,9
7151,7000,2021-08-27,67,80,,
9340,6500,2020-10-13,11,304,,
9476,4500,2021-02-28,63,320,,
8996,4000,2021-01-28,23,267,,
9721,3900,2021-03-28,130,340,,
8246,3200,2021-02-07,13,193,,
8606,3700,2021-11-30,28,230,,
9853,3200,2021-02-01,119,353,,
8250,3200,2021-06-07,13,193,,
6454,3900,2021-06-10,141,7,,
7936,6400,2021-06-12,14,163,,
9925,4400,2021-04-07,73,361,,
10503,5500,2021-07-11,51,,61,6
9541,3900,2020-10-19,61,326,,
6395,4000,2021-04-21,48,3,,
9768,4000,2020-10-13,123,345,,
9763,3200,2021-12-30,52,344,,
6757,3900,2021-10-22,62,38,,
9484,4500,2021-10-28,63,320,,
6779,3700,2021-03-13,105,41,,
9729,3900,2021-11-28,130,340,,
8139,3700,2021-02-09,18,184,,
9487,7900,2020-08-25,63,321,,
7184,7100,2020-10-13,133,85,,
9907,6400,2021-09-21,73,359,,
8747,6500,2021-02-15,16,246,,
9931,4400,2021-10-07,73,361,,
7057,6500,2021-11-12,66,68,,
9129,6500,2021-10-04,77,283,,
7658,4000,2021-02-10,55,136,,
7171,7000,2021-05-27,133,82,,
8611,3100,2020-08-05,28,231,,
9506,3100,2021-01-18,63,322,,
8064,3700,2021-02-06,12,176,,
8216,6400,2021-11-30,13,190,,
9374,6400,2021-06-25,31,308,,
8565,3200,2021-10-15,97,227,,
7707,5000,2021-12-18,36,140,,
8427,3200,2021-10-07,72,213,,
7597,2800,2021-10-27,68,128,,
7921,3700,2021-07-05,58,160,,
10593,4500,2021-10-19,97,,65,4
10471,6500,2021-05-03,41,,26,6
7321,3700,2020-08-01,33,101,,
10225,7400,2021-07-05,115,402,,
8033,3900,2021-10-20,12,173,,
8398,4400,2021-07-23,22,208,,
7249,4500,2021-09-15,70,90,,
9429,5000,2021-05-21,134,317,,
10331,3200,2021-12-04,6,408,,
6403,4000,2021-12-21,48,3,,
7672,4500,2021-11-20,55,137,,
9956,3500,2021-06-12,73,364,,
7355,3700,2021-07-17,33,105,,
9307,3700,2020-10-03,24,301,,
10138,4500,2021-08-22,4,393,,
8676,3700,2021-07-16,54,238,,
8515,4000,2021-09-05,7,222,,
7886,4500,2021-06-09,57,157,,
9106,3500,2021-05-22,77,282,,
8847,7000,2021-10-06,56,256,,
10575,1000,2021-05-20,72,,93,8
7482,3700,2020-11-08,76,118,,
6568,3100,2021-04-26,59,20,,
8925,7000,2020-12-24,87,262,,
8480,6500,2020-09-27,19,218,,
6613,7000,2021-04-28,146,25,,
8882,7400,2021-07-03,56,258,,
10349,7000,2021-09-02,90,410,,
8185,7100,2021-04-11,18,187,,
10484,5500,2021-10-05,133,,65,16
9072,7900,2020-11-10,46,276,,
7526,6400,2021-10-16,2,122,,
7740,6500,2021-12-03,36,143,,
9405,3900,2021-06-30,134,313,,
9906,6400,2021-08-21,73,359,,
7234,7000,2021-05-15,70,89,,
7264,7400,2021-05-30,92,95,,
9599,3700,2021-10-23,61,328,,
10379,6000,2020-12-28,48,,99,13
9587,3700,2020-10-23,61,328,,
8891,4500,2021-06-08,3,259,,
8159,6400,2021-09-07,18,185,,
10137,4500,2021-07-22,4,393,,
10386,7000,2021-01-31,141,,85,14
9273,3200,2021-08-16,65,298,,
8556,3500,2021-10-25,97,226,,
7472,2800,2021-07-27,76,117,,
8027,3900,2021-04-20,12,173,,
10128,4500,2020-10-22,4,393,,
7892,4500,2021-12-09,57,157,,
7228,7000,2020-11-15,70,89,,
10246,5000,2021-11-14,115,403,,
10287,4000,2021-06-26,115,406,,
7754,4500,2021-07-04,36,144,,
7981,7100,2021-07-12,14,168,,
7116,3900,2021-08-23,44,76,,
10534,8500,2021-12-21,20,,65,5
10738,3000,2020-07-11,115,,99,19
6848,2800,2021-06-28,41,46,,
6926,4500,2021-12-24,108,53,,
6883,4000,2021-11-09,41,50,,
9156,3200,2021-11-13,77,285,,
7422,3700,2020-10-07,51,113,,
10543,6000,2021-06-21,132,,90,15
10403,6500,2020-05-30,45,,72,19
8571,4000,2020-10-29,97,228,,
10462,6500,2021-11-09,105,,26,6
7362,6400,2020-10-08,37,106,,
9025,6400,2021-09-09,23,272,,
8851,4000,2020-08-07,56,257,,
9452,3900,2020-05-13,63,319,,
7625,3700,2021-03-05,74,133,,
10556,5000,2021-05-05,13,,5,10
10255,3900,2021-07-24,115,404,,
9230,3500,2021-08-09,49,293,,
7168,7000,2021-02-27,133,82,,
7726,3500,2020-05-30,36,142,,
9526,4000,2020-12-16,61,325,,
6922,4500,2021-08-24,108,53,,
7657,6500,2021-12-22,74,135,,
9292,2800,2020-10-07,24,300,,
10481,7500,2021-10-04,133,,49,16
10083,5000,2020-07-08,106,382,,
9858,3200,2021-07-01,119,353,,
10308,4000,2021-08-28,6,407,,
10417,6000,2021-08-11,59,,79,19
7699,3700,2021-06-13,55,139,,
7919,3700,2021-05-05,58,160,,
8379,2800,2020-09-21,22,207,,
8385,2800,2021-03-21,22,207,,
10501,6000,2021-11-26,33,,30,13
6477,7100,2021-06-04,35,10,,
9282,6500,2021-03-25,24,299,,
7374,6400,2021-10-08,37,106,,
7834,7100,2021-06-17,57,153,,
10523,7000,2021-08-12,57,,77,1
7713,6500,2020-12-24,36,141,,
8974,4000,2020-08-31,23,267,,
10626,6000,2021-03-11,46,,20,10
7016,4000,2021-07-25,10,64,,
6602,3200,2021-05-06,146,24,,
10662,6000,2021-05-01,8,,80,2
10499,6000,2021-09-28,80,,20,10
9551,3900,2021-08-19,61,326,,
7564,3100,2021-03-03,39,125,,
9740,6500,2020-09-30,52,343,,
9550,3900,2021-07-19,61,326,,
8607,3700,2021-12-30,28,230,,
6418,3100,2021-04-01,48,5,,
6931,3700,2021-10-25,108,54,,
7176,4000,2021-07-30,133,84,,
6717,7100,2021-01-15,47,35,,
7894,3700,2021-06-17,58,158,,
10050,7400,2020-10-09,142,377,,
10065,6500,2021-12-13,142,378,,
7632,3700,2021-10-05,74,133,,
7037,5000,2021-11-15,10,65,,
9389,6500,2021-08-17,31,310,,
7541,4400,2020-06-11,2,124,,
6369,7000,2021-07-08,29,1,,
8582,4000,2021-09-28,97,228,,
9888,4400,2021-09-01,64,356,,
9844,6500,2021-08-30,119,351,,
8738,4500,2021-11-03,50,245,,
9996,6500,2021-10-13,25,367,,
7494,7000,2020-12-28,2,120,,
8708,3700,2021-03-02,50,243,,
9146,2800,2021-12-23,77,284,,
6910,4500,2020-08-24,108,53,,
9036,3700,2021-03-14,23,273,,
9714,7400,2021-11-29,130,339,,
7995,3200,2020-09-02,14,170,,
8063,3700,2021-01-06,12,176,,
7345,7400,2021-09-22,33,104,,
9155,3200,2021-10-13,77,285,,
9407,3900,2021-08-30,134,313,,
9115,6500,2020-08-04,77,283,,
8337,3700,2021-01-31,15,202,,
9003,6500,2021-03-29,23,269,,
10420,4500,2021-01-24,59,,73,13
9438,7100,2020-11-13,63,318,,
9732,3900,2021-08-11,52,341,,
7220,3500,2021-11-04,70,88,,
6631,6500,2021-02-22,146,26,,
9133,2800,2020-11-23,77,284,,
6585,3100,2021-12-07,40,22,,
7009,4000,2020-12-25,10,64,,
7419,7900,2020-11-07,51,112,,
8078,7900,2021-04-28,34,178,,
8793,6500,2021-12-05,16,249,,
10333,4400,2020-09-13,90,409,,
9032,3700,2020-11-14,23,273,,
9140,2800,2021-06-23,77,284,,
7305,3100,2021-11-28,33,99,,
10178,7100,2021-03-06,93,398,,
8756,6500,2021-11-15,16,246,,
6700,3900,2020-10-08,47,34,,
9765,4000,2020-07-13,123,345,,
8157,6400,2021-07-07,18,185,,
7916,3700,2021-02-05,58,160,,
9807,3900,2021-08-30,119,347,,
8492,6500,2021-09-27,19,218,,
7371,6400,2021-07-08,37,106,,
10224,7400,2021-06-05,115,402,,
8664,4000,2021-07-01,54,237,,
6860,4000,2021-08-03,41,47,,
8196,6500,2021-09-13,13,188,,
7718,6500,2021-05-24,36,141,,
10357,2800,2021-04-12,90,411,,
7157,2800,2021-09-26,67,81,,
6632,6500,2021-03-22,146,26,,
9902,7100,2021-12-23,64,357,,
9995,6500,2021-09-13,25,367,,
9380,6500,2020-11-17,31,310,,
8523,3200,2021-11-22,7,223,,
7036,5000,2021-10-15,10,65,,
6928,3700,2021-07-25,108,54,,
9188,3500,2021-06-13,26,290,,
7250,4500,2021-10-15,70,90,,
9287,6500,2021-08-25,24,299,,
7608,5000,2021-07-01,68,130,,
10335,4400,2020-11-13,90,409,,
9013,7900,2021-10-03,23,270,,
6925,4500,2021-11-24,108,53,,
10467,5000,2021-05-03,41,,86,20
7738,6500,2021-10-03,36,143,,
6657,4000,2021-06-25,9,28,,
7266,7400,2021-07-30,92,95,,
10075,7900,2021-11-08,142,380,,
10570,8500,2021-07-12,72,,99,9
10236,5000,2021-01-14,115,403,,
6759,3900,2021-12-22,62,38,,
9042,3700,2021-09-14,23,273,,
10397,4000,2021-12-21,35,,19,16
9873,3100,2021-04-11,64,355,,
7714,6500,2021-01-24,36,141,,
9703,6500,2021-09-13,17,337,,
6608,3200,2021-11-06,146,24,,
6879,4000,2021-07-09,41,50,,
7421,3700,2020-09-07,51,113,,
7622,6400,2021-10-26,74,132,,
6527,3700,2020-06-05,45,15,,
8000,3200,2021-02-02,14,170,,
6836,2800,2020-06-29,41,46,,
6689,5000,2021-02-21,32,33,,
7431,7400,2021-08-21,76,114,,
8472,4000,2021-10-01,72,216,,
7342,3200,2021-10-17,33,103,,
10638,7000,2020-12-11,24,,77,18
7406,2800,2021-06-21,37,110,,
7490,7000,2020-08-28,2,120,,
7783,3900,2021-09-04,75,146,,
9770,4000,2020-12-13,123,345,,
8320,4000,2021-04-01,15,200,,
10208,7000,2021-01-24,115,401,,
8855,4000,2020-12-07,56,257,,
8364,3500,2020-12-13,22,205,,
6392,4000,2021-01-21,48,3,,
9182,3500,2020-12-13,26,290,,
10344,4400,2021-08-13,90,409,,
10301,4000,2021-01-28,6,407,,
8526,6500,2021-01-28,122,224,,
9933,4400,2021-12-07,73,361,,
9206,3700,2021-05-06,49,291,,
9890,4400,2021-11-01,64,356,,
8383,2800,2021-01-21,22,207,,
9037,3700,2021-04-14,23,273,,
10461,8500,2021-10-14,105,,65,5
8668,4000,2021-11-01,54,237,,
8449,7900,2021-04-09,72,215,,
10196,4000,2021-02-11,115,400,,
9417,6500,2021-09-29,134,316,,
6871,4500,2021-08-11,41,49,,
8321,4000,2021-05-01,15,200,,
8399,4400,2021-08-23,22,208,,
8833,7900,2021-07-23,16,254,,
6589,6500,2020-12-29,40,23,,
8609,3100,2020-06-05,28,231,,
10058,7400,2021-06-09,142,377,,
7851,4000,2021-06-25,57,154,,
9262,4000,2021-07-03,65,297,,
7489,7000,2020-07-28,2,120,,
7019,4000,2021-10-25,10,64,,
7055,6500,2021-09-12,66,68,,
6383,6500,2021-08-27,48,2,,
9854,3200,2021-03-01,119,353,,
7486,3700,2021-10-06,2,119,,
8417,3200,2020-12-07,72,213,,
8013,3700,2021-04-22,132,172,,
9048,6500,2021-06-29,23,274,,
8442,7900,2020-09-09,72,215,,
8876,7400,2021-01-03,56,258,,
6936,7900,2021-03-28,108,55,,
7527,6400,2021-11-16,2,122,,
7913,3700,2020-11-05,58,160,,
6783,3700,2021-07-13,105,41,,
7949,4000,2021-01-08,14,166,,
8371,3500,2021-07-13,22,205,,
9441,7100,2021-02-13,63,318,,
8476,6500,2020-05-27,19,218,,
9944,3900,2021-07-14,73,362,,
7503,7000,2021-09-28,2,120,,
6413,3100,2020-11-01,48,5,,
9542,3900,2020-11-19,61,326,,
9121,6500,2021-02-04,77,283,,
9561,6500,2021-04-27,61,327,,
6753,3900,2021-06-22,62,38,,
10441,6000,2021-05-09,32,,42,12
9096,7900,2021-10-12,77,281,,
9779,4000,2021-09-13,123,345,,
7149,3700,2021-11-21,67,79,,
8266,4000,2021-02-20,43,194,,
8591,3500,2021-03-17,28,229,,
6797,6500,2021-01-22,105,42,,
10360,2800,2021-07-12,90,411,,
9256,4000,2021-01-03,65,297,,
7652,6500,2021-07-22,74,135,,
7253,3500,2021-04-06,92,91,,
6786,3700,2021-10-13,105,41,,
9215,3700,2021-10-07,49,291,,
8801,4400,2021-11-25,16,251,,
8641,5000,2021-07-21,54,234,,
7731,3500,2020-10-30,36,142,,
8004,3200,2021-06-02,14,170,,
8205,3700,2021-08-10,13,189,,
9896,7100,2021-06-23,64,357,,
9955,3500,2021-05-12,73,364,,
8389,2800,2021-07-21,22,207,,
8221,3900,2020-10-07,13,191,,
8441,7900,2020-08-09,72,215,,
6638,6500,2021-09-22,146,26,,
8144,3700,2021-07-09,18,184,,
10639,6500,2020-12-27,24,,5,16
10150,2800,2021-07-14,38,394,,
8017,3700,2021-08-22,132,172,,
9339,2800,2021-12-19,11,303,,
8475,7900,2021-12-07,19,217,,
6429,3700,2020-12-13,141,6,,
